id_murid,id_tutor,topik_match,gaya_match,metode_match,time_overlap,murid_flexible,tutor_flexible,feedback_score,label,average_rating_tutor,total_jam_ngajar_tutor,pernah_gagal
M0397,T0781,true,true,true,false,true,false,1,0,3.44,268,true
M0449,T0901,true,true,true,false,false,true,1,0,4.99,375,true
M0911,T0923,true,true,true,false,false,true,1,0,3.86,36,true
M0494,T0953,true,true,true,false,true,false,1,0,3.67,79,true
M0744,T0961,true,true,true,false,true,false,1,0,3.48,33,true
M0227,T0012,true,true,true,false,false,true,2,0,3.42,141,true
M0033,T0051,true,true,true,false,true,false,2,0,3.89,312,true
M0325,T0058,true,true,true,false,true,false,2,0,3.25,358,true
M0980,T0111,true,true,true,false,false,true,2,0,4.32,344,true
M0879,T0117,true,true,true,false,true,true,2,0,4.23,326,true
M0652,T0156,true,true,true,false,true,true,2,0,3.88,247,true
M0735,T0205,true,true,true,false,false,true,2,0,3.51,153,true
M0752,T0231,true,true,true,false,false,true,2,0,4.03,112,true
M0935,T0231,true,true,true,false,false,true,2,0,4.03,112,true
M0771,T0277,true,true,true,false,true,true,2,0,3.35,49,true
M0240,T0277,true,true,true,false,true,true,2,0,3.35,49,true
M0709,T0290,true,true,true,false,true,false,2,0,3.34,131,true
M0755,T0291,true,true,true,false,true,false,2,0,3.67,258,true
M0682,T0294,true,true,true,false,false,true,2,0,3.88,282,true
M0151,T0301,true,true,true,false,false,true,2,0,3.76,146,true
M0887,T0313,true,true,true,false,true,false,2,0,3.28,139,true
M0812,T0347,true,true,true,false,true,true,2,0,3.85,176,true
M0433,T0349,true,true,true,false,true,true,2,0,3.41,145,true
M0380,T0366,true,true,true,false,false,true,2,0,3.81,175,true
M0135,T0397,true,true,true,false,false,true,2,0,4.85,252,true
M0426,T0452,true,true,true,false,true,false,2,0,3.35,148,true
M0580,T0472,true,true,true,false,true,false,2,0,4.57,52,true
M0013,T0584,true,true,true,false,false,true,2,0,3.39,197,true
M0523,T0584,true,true,true,false,false,true,2,0,3.39,197,true
M0223,T0650,true,true,true,false,false,true,2,0,3.15,283,true
M0556,T0652,true,true,true,false,true,true,2,0,4.34,356,true
M0291,T0721,true,true,true,false,false,true,2,0,3.12,95,true
M0314,T0777,true,true,true,false,true,true,2,0,4.46,359,true
M0219,T0790,true,true,true,false,false,true,2,0,4.86,269,true
M0185,T0832,true,true,true,false,true,true,2,0,3.64,217,true
M0185,T0832,true,true,true,false,true,true,2,0,3.64,217,true
M0949,T0870,true,true,true,false,false,true,2,0,4.21,285,true
M0053,T0898,true,true,true,false,true,false,2,0,4.53,264,true
M0881,T0926,true,true,true,false,true,true,2,0,3.32,382,true
M0886,T0928,true,true,true,false,false,true,2,0,4.64,201,true
M0248,T0940,true,true,true,false,false,true,2,0,4.63,120,true
M0363,T0947,true,true,true,false,false,true,2,0,3.65,240,true
M0677,T0971,true,true,true,false,false,true,2,0,3.27,67,true
M0071,T0031,true,true,true,false,true,false,3,0,4.57,289,true
M0284,T0059,true,true,true,false,false,true,3,0,3.22,186,true
M0303,T0072,true,true,true,false,false,true,3,0,4.69,311,true
M0203,T0078,true,true,true,false,false,true,3,0,4.91,376,true
M0729,T0085,true,true,true,false,false,true,3,0,4.24,400,true
M0556,T0117,true,true,true,false,true,true,3,0,4.23,326,true
M0451,T0121,true,true,true,false,false,true,3,0,3.46,29,true
M0073,T0123,true,true,true,false,true,false,3,0,3.36,318,true
M0721,T0128,true,true,true,false,true,false,3,0,3.01,28,true
M0880,T0137,true,true,true,false,false,true,3,0,3.48,267,true
M0247,T0137,true,true,true,false,true,true,3,0,3.48,267,true
M0524,T0148,true,true,true,false,false,true,3,0,4.88,384,true
M0812,T0186,true,true,true,false,true,false,3,0,3.54,67,true
M0336,T0194,true,true,true,false,true,false,3,0,4.09,309,true
M0403,T0198,true,true,true,false,false,true,3,0,4.63,99,true
M0437,T0206,true,true,true,false,true,false,3,0,4.86,247,true
M0375,T0215,true,true,true,false,true,false,3,0,3.56,218,true
M0597,T0222,true,true,true,false,false,true,3,0,4.72,298,true
M0791,T0225,true,true,true,false,true,true,3,0,3.93,229,true
M0520,T0268,true,true,true,false,false,true,3,0,3.37,36,true
M0758,T0293,true,true,true,false,false,true,3,0,4.61,92,true
M0412,T0304,true,true,true,false,true,true,3,0,4.34,252,true
M0960,T0330,true,true,true,false,false,true,3,0,3.82,22,true
M0867,T0397,true,true,true,false,true,true,3,0,4.85,252,true
M0376,T0400,true,true,true,false,false,true,3,0,3.91,58,true
M0910,T0431,true,true,true,false,true,false,3,0,3.21,101,true
M0611,T0460,true,true,true,false,false,true,3,0,3.39,108,true
M0611,T0460,true,true,true,false,false,true,3,0,3.39,108,true
M0611,T0460,true,true,true,false,false,true,3,0,3.39,108,true
M0611,T0460,true,true,true,false,false,true,3,0,3.39,108,true
M0054,T0470,true,true,true,false,true,true,3,0,3.05,18,true
M0262,T0474,true,true,true,false,true,false,3,0,3.22,371,true
M0214,T0476,true,true,true,false,false,true,3,0,3.4,138,true
M0674,T0519,true,true,true,false,true,false,3,0,3.76,243,true
M0807,T0528,true,true,true,false,false,true,3,0,4.08,78,true
M0122,T0572,true,true,true,false,false,true,3,0,3.34,315,true
M0396,T0617,true,true,true,false,false,true,3,0,4.94,159,true
M0322,T0679,true,true,true,false,true,true,3,0,4.19,92,true
M0879,T0687,true,true,true,false,true,true,3,0,4.7,40,true
M0531,T0772,true,true,true,false,true,false,3,0,4.21,117,true
M0192,T0785,true,true,true,false,true,true,3,0,4.86,183,true
M0185,T0832,true,true,true,false,true,true,3,0,3.64,217,true
M0185,T0832,true,true,true,false,true,true,3,0,3.64,217,true
M0864,T0839,true,true,true,false,true,false,3,0,3.32,95,true
M0014,T0857,true,true,true,false,true,false,3,0,4.94,29,true
M0580,T0860,true,true,true,false,true,false,3,0,4.45,76,true
M0268,T0864,true,true,true,false,false,true,3,0,4.41,73,true
M0754,T0906,true,true,true,false,false,true,3,0,3.69,196,true
M0988,T0914,true,true,true,false,false,true,3,0,4.24,253,true
M0050,T0931,true,true,true,false,true,false,3,0,3.49,367,true
M0707,T0934,true,true,true,false,true,false,3,0,3.21,253,true
M0548,T0943,true,true,true,false,true,false,3,0,3.55,361,true
M0043,T0946,true,true,true,false,true,false,3,0,4.56,58,true
M0477,T0955,true,true,true,false,true,true,3,0,3.69,243,true
M0755,T0982,true,true,true,false,true,false,3,0,3.24,344,true
M0687,T0004,true,true,true,false,false,true,4,1,4.62,184,false
M0159,T0004,true,true,true,false,true,true,4,1,4.62,184,false
M0698,T0006,true,true,true,false,false,true,4,1,3.47,139,false
M0578,T0009,true,true,true,false,true,false,4,1,3.26,296,false
M0203,T0010,true,true,true,false,false,true,4,1,3.08,148,false
M0482,T0011,true,true,true,false,false,true,4,1,4.87,160,false
M0540,T0012,true,true,true,false,false,true,4,1,3.42,141,false
M0971,T0012,true,true,true,false,false,true,4,1,3.42,141,false
M0584,T0016,true,true,true,false,false,true,4,1,4.59,341,false
M0033,T0019,true,true,true,false,true,true,4,1,3.55,372,false
M0230,T0019,true,true,true,false,false,true,4,1,3.55,372,false
M0509,T0021,true,true,true,false,true,false,4,1,3.68,131,false
M0011,T0022,true,true,true,false,true,true,4,1,4.73,387,false
M0011,T0022,true,true,true,false,true,true,4,1,4.73,387,false
M0582,T0022,true,true,true,false,false,true,4,1,4.73,387,false
M0164,T0026,true,true,true,false,true,false,4,1,4.33,120,false
M0387,T0027,true,true,true,false,false,true,4,1,3.23,218,false
M0720,T0027,true,true,true,false,true,true,4,1,3.23,218,false
M0148,T0032,true,true,true,false,true,false,4,1,4.91,215,false
M0148,T0032,true,true,true,false,true,false,4,1,4.91,215,false
M0942,T0033,true,true,true,false,true,false,4,1,4.91,73,false
M0589,T0035,true,true,true,false,true,false,4,1,3.48,287,false
M0161,T0037,true,true,true,false,true,false,4,1,3.62,22,false
M0396,T0038,true,true,true,false,false,true,4,1,4.12,229,false
M0407,T0039,true,true,true,false,true,false,4,1,3.84,182,false
M0337,T0039,true,true,true,false,true,false,4,1,3.84,182,false
M0003,T0041,true,true,true,false,true,false,4,1,4.29,281,false
M0595,T0042,true,true,true,false,false,true,4,1,3.44,379,false
M0489,T0047,true,true,true,false,false,true,4,1,3.4,155,false
M0489,T0047,true,true,true,false,false,true,4,1,3.4,155,false
M0977,T0048,true,true,true,false,true,false,4,1,3.51,183,false
M0132,T0049,true,true,true,false,false,true,4,1,4.55,170,false
M0709,T0050,true,true,true,false,true,false,4,1,4.69,55,false
M0378,T0050,true,true,true,false,true,false,4,1,4.69,55,false
M0385,T0054,true,true,true,false,true,false,4,1,3.67,302,false
M0045,T0055,true,true,true,false,false,true,4,1,3.37,213,false
M0105,T0057,true,true,true,false,false,true,4,1,3.09,137,false
M0274,T0057,true,true,true,false,true,true,4,1,3.09,137,false
M0434,T0057,true,true,true,false,true,true,4,1,3.09,137,false
M0434,T0057,true,true,true,false,true,true,4,1,3.09,137,false
M0274,T0057,true,true,true,false,true,true,4,1,3.09,137,false
M0918,T0059,true,true,true,false,false,true,4,1,3.22,186,false
M0793,T0064,true,true,true,false,true,false,4,1,3.93,220,false
M0992,T0066,true,true,true,false,false,true,4,1,4.74,339,false
M0855,T0066,true,true,true,false,false,true,4,1,4.74,339,false
M0273,T0070,true,true,true,false,false,true,4,1,4.82,120,false
M0790,T0070,true,true,true,false,false,true,4,1,4.82,120,false
M0378,T0072,true,true,true,false,true,true,4,1,4.69,311,false
M0075,T0072,true,true,true,false,true,true,4,1,4.69,311,false
M0901,T0073,true,true,true,false,true,false,4,1,4.83,255,false
M0970,T0074,true,true,true,false,true,false,4,1,3.23,164,false
M0908,T0077,true,true,true,false,true,true,4,1,4.02,355,false
M0357,T0079,true,true,true,false,true,true,4,1,3.32,126,false
M0095,T0081,true,true,true,false,true,true,4,1,4.42,330,false
M0332,T0081,true,true,true,false,false,true,4,1,4.42,330,false
M0355,T0081,true,true,true,false,false,true,4,1,4.42,330,false
M0377,T0081,true,true,true,false,false,true,4,1,4.42,330,false
M0824,T0081,true,true,true,false,true,true,4,1,4.42,330,false
M0212,T0082,true,true,true,false,false,true,4,1,3.93,343,false
M0555,T0082,true,true,true,false,true,true,4,1,3.93,343,false
M0729,T0085,true,true,true,false,false,true,4,1,4.24,400,true
M0024,T0086,true,true,true,false,true,false,4,1,4.17,321,false
M0185,T0086,true,true,true,false,true,false,4,1,4.17,321,false
M0444,T0087,true,true,true,false,false,true,4,1,3.13,146,false
M0680,T0087,true,true,true,false,false,true,4,1,3.13,146,false
M0592,T0088,true,true,true,false,false,true,4,1,4.09,121,false
M0898,T0091,true,true,true,false,true,false,4,1,3.38,299,false
M0919,T0094,true,true,true,false,false,true,4,1,3.59,228,false
M0073,T0096,true,true,true,false,true,true,4,1,4.68,205,false
M0629,T0096,true,true,true,false,false,true,4,1,4.68,205,false
M0345,T0097,true,true,true,false,false,true,4,1,4.26,242,false
M0645,T0097,true,true,true,false,false,true,4,1,4.26,242,false
M0087,T0098,true,true,true,false,false,true,4,1,3.6,145,true
M0768,T0098,true,true,true,false,false,true,4,1,3.6,145,false
M0551,T0098,true,true,true,false,false,true,4,1,3.6,145,false
M0858,T0101,true,true,true,false,true,false,4,1,3.3,161,false
M0478,T0109,true,true,true,false,true,false,4,1,4.58,292,false
M0736,T0111,true,true,true,false,false,true,4,1,4.32,344,false
M0859,T0111,true,true,true,false,false,true,4,1,4.32,344,false
M0672,T0112,true,true,true,false,false,true,4,1,3.37,214,false
M0956,T0112,true,true,true,false,true,true,4,1,3.37,214,false
M0181,T0113,true,true,true,false,true,false,4,1,3.38,140,false
M0233,T0117,true,true,true,false,false,true,4,1,4.23,326,false
M0203,T0119,true,true,true,false,false,true,4,1,4.34,256,false
M0639,T0121,true,true,true,false,false,true,4,1,3.46,29,false
M0247,T0123,true,true,true,false,true,false,4,1,3.36,318,false
M0073,T0123,true,true,true,false,true,false,4,1,3.36,318,true
M0010,T0124,true,true,true,false,true,false,4,1,4.43,140,false
M0720,T0128,true,true,true,false,true,false,4,1,3.01,28,false
M0120,T0131,true,true,true,false,true,false,4,1,4.47,193,false
M0461,T0133,true,true,true,false,false,true,4,1,4.04,20,false
M0684,T0135,true,true,true,false,true,false,4,1,3.59,256,false
M0684,T0135,true,true,true,false,true,false,4,1,3.59,256,false
M0801,T0136,true,true,true,false,true,false,4,1,4.3,394,false
M0139,T0137,true,true,true,false,false,true,4,1,3.48,267,false
M0587,T0137,true,true,true,false,false,true,4,1,3.48,267,false
M0317,T0141,true,true,true,false,false,true,4,1,4.9,238,false
M0028,T0141,true,true,true,false,false,true,4,1,4.9,238,false
M0998,T0141,true,true,true,false,true,true,4,1,4.9,238,false
M0486,T0143,true,true,true,false,false,true,4,1,3.22,228,false
M0979,T0144,true,true,true,false,true,false,4,1,4.21,287,true
M0195,T0144,true,true,true,false,true,false,4,1,4.21,287,false
M0475,T0145,true,true,true,false,true,true,4,1,4.43,36,false
M0888,T0145,true,true,true,false,false,true,4,1,4.43,36,false
M0962,T0147,true,true,true,false,true,false,4,1,4.83,121,false
M0660,T0151,true,true,true,false,true,false,4,1,3.43,154,false
M0892,T0154,true,true,true,false,true,false,4,1,3.03,21,false
M0892,T0154,true,true,true,false,true,false,4,1,3.03,21,false
M0675,T0158,true,true,true,false,true,false,4,1,4.82,234,false
M0247,T0159,true,true,true,false,true,false,4,1,3.37,95,false
M0826,T0160,true,true,true,false,false,true,4,1,3.1,166,false
M0880,T0162,true,true,true,false,false,true,4,1,4.29,318,false
M0160,T0164,true,true,true,false,false,true,4,1,3.05,219,false
M0565,T0164,true,true,true,false,false,true,4,1,3.05,219,false
M0466,T0172,true,true,true,false,true,false,4,1,4.64,222,false
M0143,T0175,true,true,true,false,true,false,4,1,3.84,123,false
M0218,T0177,true,true,true,false,true,true,4,1,3.18,24,false
M0668,T0177,true,true,true,false,false,true,4,1,3.18,24,false
M0670,T0179,true,true,true,false,false,true,4,1,4.92,174,false
M0297,T0183,true,true,true,false,false,true,4,1,3.91,203,false
M0420,T0183,true,true,true,false,false,true,4,1,3.91,203,false
M0794,T0183,true,true,true,false,false,true,4,1,3.91,203,false
M0536,T0184,true,true,true,false,false,true,4,1,4.34,202,false
M0801,T0193,true,true,true,false,true,false,4,1,4.06,180,false
M0435,T0194,true,true,true,false,true,false,4,1,4.09,309,false
M0154,T0195,true,true,true,false,true,false,4,1,4.79,66,false
M0576,T0196,true,true,true,false,true,false,4,1,3.54,31,false
M0437,T0198,true,true,true,false,true,true,4,1,4.63,99,false
M0163,T0198,true,true,true,false,false,true,4,1,4.63,99,false
M0231,T0208,true,true,true,false,false,true,4,1,3.85,145,false
M0748,T0212,true,true,true,false,true,false,4,1,3.51,141,false
M0824,T0212,true,true,true,false,true,false,4,1,3.51,141,false
M0134,T0220,true,true,true,false,false,true,4,1,3.54,94,false
M0909,T0220,true,true,true,false,true,true,4,1,3.54,94,false
M0574,T0220,true,true,true,false,false,true,4,1,3.54,94,false
M0528,T0227,true,true,true,false,true,false,4,1,3.7,332,false
M0439,T0227,true,true,true,false,true,false,4,1,3.7,332,false
M0067,T0231,true,true,true,false,false,true,4,1,4.03,112,false
M0814,T0233,true,true,true,false,true,false,4,1,4.77,256,false
M0605,T0237,true,true,true,false,true,false,4,1,3.69,193,false
M0763,T0237,true,true,true,false,true,false,4,1,3.69,193,false
M0263,T0241,true,true,true,false,true,false,4,1,4.1,75,false
M0622,T0242,true,true,true,false,true,false,4,1,4.57,309,false
M0946,T0243,true,true,true,false,false,true,4,1,3.02,285,false
M0228,T0243,true,true,true,false,false,true,4,1,3.02,285,false
M0951,T0245,true,true,true,false,false,true,4,1,4.21,345,false
M0687,T0245,true,true,true,false,false,true,4,1,4.21,345,false
M0857,T0245,true,true,true,false,false,true,4,1,4.21,345,false
M0843,T0247,true,true,true,false,true,false,4,1,4.12,229,false
M0843,T0247,true,true,true,false,true,false,4,1,4.12,229,false
M0383,T0248,true,true,true,false,false,true,4,1,4.66,351,false
M0500,T0249,true,true,true,false,false,true,4,1,4.35,208,false
M0750,T0254,true,true,true,false,true,false,4,1,3.28,27,false
M0066,T0254,true,true,true,false,true,false,4,1,3.28,27,false
M0082,T0256,true,true,true,false,true,true,4,1,4.65,34,false
M0575,T0257,true,true,true,false,false,true,4,1,3.83,20,false
M0518,T0258,true,true,true,false,true,false,4,1,4.23,147,false
M0240,T0260,true,true,true,false,true,false,4,1,4.14,349,false
M0956,T0260,true,true,true,false,true,false,4,1,4.14,349,false
M0435,T0261,true,true,true,false,true,false,4,1,4.7,28,false
M0263,T0261,true,true,true,false,true,false,4,1,4.7,28,false
M0960,T0268,true,true,true,false,false,true,4,1,3.37,36,false
M0596,T0269,true,true,true,false,false,true,4,1,4.43,356,false
M0716,T0274,true,true,true,false,true,false,4,1,3.44,328,false
M0488,T0276,true,true,true,false,true,false,4,1,4.3,152,false
M0308,T0277,true,true,true,false,true,true,4,1,3.35,49,false
M0834,T0277,true,true,true,false,true,true,4,1,3.35,49,false
M0308,T0277,true,true,true,false,true,true,4,1,3.35,49,false
M0299,T0284,true,true,true,false,true,false,4,1,3.19,35,false
M0187,T0285,true,true,true,false,false,true,4,1,4.02,267,false
M0995,T0288,true,true,true,false,true,true,4,1,3.22,54,false
M0642,T0292,true,true,true,false,false,true,4,1,3.82,108,false
M0572,T0292,true,true,true,false,false,true,4,1,3.82,108,false
M0014,T0293,true,true,true,false,true,true,4,1,4.61,92,false
M0362,T0293,true,true,true,false,true,true,4,1,4.61,92,false
M0552,T0293,true,true,true,false,false,true,4,1,4.61,92,false
M0207,T0296,true,true,true,false,false,true,4,1,3.96,26,false
M0736,T0296,true,true,true,false,false,true,4,1,3.96,26,false
M0560,T0299,true,true,true,false,true,false,4,1,3.38,115,false
M0870,T0300,true,true,true,false,true,false,4,1,4.15,34,false
M0738,T0302,true,true,true,false,true,true,4,1,4.29,182,false
M0808,T0302,true,true,true,false,true,true,4,1,4.29,182,false
M0575,T0304,true,true,true,false,false,true,4,1,4.34,252,false
M0965,T0304,true,true,true,false,false,true,4,1,4.34,252,false
M0773,T0306,true,true,true,false,false,true,4,1,3.86,161,false
M0434,T0308,true,true,true,false,true,false,4,1,4.71,277,false
M0555,T0310,true,true,true,false,true,false,4,1,4.65,287,false
M0920,T0310,true,true,true,false,true,false,4,1,4.65,287,false
M0990,T0312,true,true,true,false,true,false,4,1,3.34,152,false
M0580,T0318,true,true,true,false,true,true,4,1,3.68,224,false
M0528,T0322,true,true,true,false,true,true,4,1,4.85,301,false
M0737,T0325,true,true,true,false,false,true,4,1,3.28,357,false
M0447,T0325,true,true,true,false,false,true,4,1,3.28,357,false
M0447,T0325,true,true,true,false,false,true,4,1,3.28,357,false
M0588,T0325,true,true,true,false,false,true,4,1,3.28,357,false
M0087,T0326,true,true,true,false,false,true,4,1,3.43,126,false
M0243,T0331,true,true,true,false,true,false,4,1,3.2,127,false
M0763,T0334,true,true,true,false,true,true,4,1,4.1,106,false
M0641,T0336,true,true,true,false,true,false,4,1,3.3,251,false
M0743,T0343,true,true,true,false,true,true,4,1,3.62,123,false
M0222,T0343,true,true,true,false,false,true,4,1,3.62,123,false
M0532,T0343,true,true,true,false,false,true,4,1,3.62,123,false
M0035,T0343,true,true,true,false,false,true,4,1,3.62,123,false
M0478,T0344,true,true,true,false,true,true,4,1,4.63,42,false
M0941,T0344,true,true,true,false,false,true,4,1,4.63,42,false
M0877,T0345,true,true,true,false,true,false,4,1,4.49,366,false
M0544,T0346,true,true,true,false,false,true,4,1,3.12,244,false
M0003,T0347,true,true,true,false,true,true,4,1,3.85,176,false
M0489,T0349,true,true,true,false,false,true,4,1,3.41,145,false
M0338,T0352,true,true,true,false,false,true,4,1,4.06,229,false
M0495,T0356,true,true,true,false,true,false,4,1,4.01,170,false
M0667,T0358,true,true,true,false,true,false,4,1,3.81,347,false
M0795,T0359,true,true,true,false,true,true,4,1,4.36,121,false
M0795,T0359,true,true,true,false,true,true,4,1,4.36,121,false
M0625,T0359,true,true,true,false,false,true,4,1,4.36,121,false
M0315,T0359,true,true,true,false,true,true,4,1,4.36,121,false
M0867,T0360,true,true,true,false,true,false,4,1,4.39,154,false
M0192,T0362,true,true,true,false,true,false,4,1,4.02,300,false
M0342,T0363,true,true,true,false,true,false,4,1,3.04,15,false
M0988,T0364,true,true,true,false,false,true,4,1,4.49,101,false
M0241,T0369,true,true,true,false,false,true,4,1,3.4,212,false
M0441,T0371,true,true,true,false,false,true,4,1,3.08,137,false
M0063,T0372,true,true,true,false,false,true,4,1,4.3,252,false
M0926,T0375,true,true,true,false,true,false,4,1,3.49,95,false
M0592,T0376,true,true,true,false,false,true,4,1,4.1,234,false
M0606,T0376,true,true,true,false,false,true,4,1,4.1,234,false
M0117,T0379,true,true,true,false,true,false,4,1,4.44,208,false
M0571,T0380,true,true,true,false,true,false,4,1,4.04,238,false
M0725,T0388,true,true,true,false,false,true,4,1,4.62,268,false
M0635,T0388,true,true,true,false,false,true,4,1,4.62,268,false
M0181,T0388,true,true,true,false,true,true,4,1,4.62,268,false
M0411,T0388,true,true,true,false,false,true,4,1,4.62,268,false
M0165,T0389,true,true,true,false,false,true,4,1,4.99,178,false
M0032,T0389,true,true,true,false,true,true,4,1,4.99,178,false
M0295,T0389,true,true,true,false,false,true,4,1,4.99,178,false
M0510,T0389,true,true,true,false,true,true,4,1,4.99,178,false
M0058,T0390,true,true,true,false,false,true,4,1,4.3,95,false
M0058,T0390,true,true,true,false,false,true,4,1,4.3,95,false
M0075,T0392,true,true,true,false,true,false,4,1,4.45,38,false
M0433,T0393,true,true,true,false,true,false,4,1,3.27,87,false
M0990,T0394,true,true,true,false,true,false,4,1,4.44,225,false
M0558,T0396,true,true,true,false,true,false,4,1,3.03,172,false
M0609,T0396,true,true,true,false,true,false,4,1,3.03,172,false
M0271,T0397,true,true,true,false,false,true,4,1,4.85,252,false
M0526,T0398,true,true,true,false,true,false,4,1,3.81,140,false
M0173,T0399,true,true,true,false,true,false,4,1,4.33,244,false
M0175,T0399,true,true,true,false,true,false,4,1,4.33,244,false
M0175,T0399,true,true,true,false,true,false,4,1,4.33,244,false
M0609,T0399,true,true,true,false,true,false,4,1,4.33,244,false
M0355,T0403,true,true,true,false,false,true,4,1,4.24,138,false
M0808,T0406,true,true,true,false,true,false,4,1,4,379,false
M0395,T0410,true,true,true,false,false,true,4,1,3.53,323,false
M0877,T0412,true,true,true,false,true,true,4,1,4.1,75,false
M0148,T0412,true,true,true,false,true,true,4,1,4.1,75,false
M0977,T0412,true,true,true,false,true,true,4,1,4.1,75,false
M0926,T0413,true,true,true,false,true,true,4,1,3.19,355,false
M0721,T0413,true,true,true,false,true,true,4,1,3.19,355,false
M0378,T0416,true,true,true,false,true,false,4,1,3.2,229,false
M0531,T0422,true,true,true,false,true,false,4,1,4.12,63,false
M0363,T0426,true,true,true,false,false,true,4,1,4.12,354,false
M0195,T0427,true,true,true,false,true,false,4,1,4.58,66,false
M0008,T0428,true,true,true,false,false,true,4,1,4.57,245,false
M0154,T0430,true,true,true,false,true,false,4,1,3.36,165,false
M0542,T0430,true,true,true,false,true,false,4,1,3.36,165,false
M0470,T0433,true,true,true,false,true,true,4,1,4.92,316,false
M0298,T0433,true,true,true,false,false,true,4,1,4.92,316,false
M0299,T0434,true,true,true,false,true,true,4,1,4.07,175,false
M0178,T0436,true,true,true,false,true,false,4,1,4.06,27,false
M0383,T0437,true,true,true,false,false,true,4,1,3.51,235,false
M0232,T0437,true,true,true,false,false,true,4,1,3.51,235,false
M0043,T0438,true,true,true,false,true,false,4,1,4.31,48,false
M0749,T0442,true,true,true,false,true,false,4,1,4.04,16,false
M0797,T0443,true,true,true,false,false,true,4,1,3.71,138,false
M0746,T0443,true,true,true,false,false,true,4,1,3.71,138,false
M0028,T0447,true,true,true,false,false,true,4,1,3.08,221,false
M0956,T0448,true,true,true,false,true,false,4,1,3.98,160,false
M0393,T0450,true,true,true,false,false,true,4,1,3.68,207,false
M0307,T0450,true,true,true,false,true,true,4,1,3.68,207,false
M0780,T0451,true,true,true,false,true,true,4,1,3.79,194,false
M0389,T0453,true,true,true,false,true,true,4,1,3.96,125,false
M0274,T0456,true,true,true,false,true,false,4,1,3.95,374,false
M0274,T0456,true,true,true,false,true,false,4,1,3.95,374,false
M0274,T0456,true,true,true,false,true,false,4,1,3.95,374,false
M0147,T0458,true,true,true,false,true,false,4,1,4.51,330,false
M0962,T0459,true,true,true,false,true,false,4,1,4,357,false
M0819,T0459,true,true,true,false,true,false,4,1,4,357,false
M0571,T0462,true,true,true,false,true,false,4,1,3.37,292,false
M0325,T0462,true,true,true,false,true,false,4,1,3.37,292,false
M0830,T0467,true,true,true,false,true,false,4,1,3.71,222,false
M0370,T0470,true,true,true,false,false,true,4,1,3.05,18,false
M0625,T0470,true,true,true,false,false,true,4,1,3.05,18,false
M0124,T0476,true,true,true,false,false,true,4,1,3.4,138,false
M0124,T0476,true,true,true,false,false,true,4,1,3.4,138,false
M0787,T0477,true,true,true,false,false,true,4,1,4.1,309,false
M0113,T0478,true,true,true,false,true,false,4,1,4.83,194,false
M0178,T0479,true,true,true,false,true,true,4,1,3.84,304,false
M0322,T0480,true,true,true,false,true,false,4,1,4.95,79,false
M0097,T0485,true,true,true,false,false,true,4,1,3.25,236,false
M0634,T0486,true,true,true,false,true,false,4,1,4.41,333,false
M0998,T0487,true,true,true,false,true,false,4,1,4.57,68,false
M0852,T0490,true,true,true,false,true,false,4,1,4.45,231,false
M0535,T0491,true,true,true,false,false,true,4,1,3.87,247,false
M0491,T0491,true,true,true,false,false,true,4,1,3.87,247,false
M0731,T0492,true,true,true,false,true,true,4,1,4.55,249,false
M0731,T0492,true,true,true,false,true,true,4,1,4.55,249,false
M0647,T0492,true,true,true,false,false,true,4,1,4.55,249,false
M0185,T0495,true,true,true,false,true,false,4,1,3.15,263,false
M0208,T0496,true,true,true,false,false,true,4,1,3.3,81,false
M0202,T0501,true,true,true,false,false,true,4,1,4.98,303,false
M0684,T0505,true,true,true,false,true,false,4,1,3.85,267,false
M0053,T0508,true,true,true,false,true,false,4,1,3.71,99,false
M0080,T0508,true,true,true,false,true,false,4,1,3.71,99,false
M0947,T0517,true,true,true,false,true,false,4,1,4.83,257,false
M0181,T0519,true,true,true,false,true,false,4,1,3.76,243,false
M0392,T0521,true,true,true,false,false,true,4,1,4.44,317,false
M0400,T0526,true,true,true,false,true,false,4,1,4.72,90,false
M0831,T0526,true,true,true,false,true,false,4,1,4.72,90,false
M0626,T0527,true,true,true,false,false,true,4,1,3.14,332,false
M0711,T0528,true,true,true,false,false,true,4,1,4.08,78,false
M0494,T0530,true,true,true,false,true,false,4,1,4.28,363,false
M0622,T0533,true,true,true,false,true,false,4,1,4.85,320,false
M0901,T0536,true,true,true,false,true,false,4,1,4.62,51,false
M0348,T0539,true,true,true,false,false,true,4,1,4.91,345,false
M0668,T0543,true,true,true,false,false,true,4,1,3.69,251,false
M0974,T0543,true,true,true,false,false,true,4,1,3.69,251,false
M0744,T0543,true,true,true,false,true,true,4,1,3.69,251,false
M0239,T0543,true,true,true,false,false,true,4,1,3.69,251,false
M0990,T0544,true,true,true,false,true,false,4,1,4.55,290,false
M0972,T0545,true,true,true,false,false,true,4,1,4.39,45,false
M0217,T0545,true,true,true,false,false,true,4,1,4.39,45,false
M0402,T0545,true,true,true,false,false,true,4,1,4.39,45,false
M0665,T0546,true,true,true,false,false,true,4,1,4.79,253,false
M0733,T0546,true,true,true,false,false,true,4,1,4.79,253,false
M0032,T0550,true,true,true,false,true,false,4,1,3.54,150,false
M0477,T0550,true,true,true,false,true,false,4,1,3.54,150,false
M0119,T0556,true,true,true,false,false,true,4,1,3.09,35,false
